Route_ID,Branch_ID,Start_Date_of_Route,Start_Time_of_Route,End_Time_of_Route,Planned_total_Mileage,Loaded_Kgs,Loaded_Total_Crates,Orders,Planned_total_Route_time,energyUsedByRefrige,equivalMileage,newJourneyMileage,Energy_Required,Energy_Needed,vannumber_ev_,vannumber_d_,chargerType
10549841,213,01/01/2020 00:00:00,01-Jan-2020 07:12:26,01-Jan-2020 12:59:22,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,1,0,3.3
10549838,213,01/01/2020 00:00:00,01-Jan-2020 07:13:54,01-Jan-2020 13:00:50,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,2,0,3.3
10549837,213,01/01/2020 00:00:00,01-Jan-2020 07:22:05,01-Jan-2020 13:09:02,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,3,0,3.3
10549840,213,01/01/2020 00:00:00,01-Jan-2020 07:35:41,01-Jan-2020 13:22:38,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,4,0,3.3
10549839,213,01/01/2020 00:00:00,01-Jan-2020 07:55:55,01-Jan-2020 13:42:52,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,5,0,3.3
10549836,213,01/01/2020 00:00:00,01-Jan-2020 08:09:02,01-Jan-2020 13:55:58,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,6,0,3.3
10549833,213,01/01/2020 00:00:00,01-Jan-2020 08:09:04,01-Jan-2020 13:56:01,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,7,0,3.3
10549835,213,01/01/2020 00:00:00,01-Jan-2020 08:21:24,01-Jan-2020 14:08:20,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,8,0,3.3
10549834,213,01/01/2020 00:00:00,01-Jan-2020 09:06:10,01-Jan-2020 14:53:06,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:57,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,9,0,3.3
10549844,213,02/01/2020 00:00:00,02-Jan-2020 06:41:53,02-Jan-2020 12:28:49,70.4167321429905,506.268364846,61.7400444934147,12.3480088986829,05:46:56,2.8833,3.90691056910569,74.3236427120962,54.850848321527,54.850848321527,1,0,3.3
