Route_ID,Branch_ID,Start_Date_of_Route,Start_Time_of_Route,End_Time_of_Route,Planned_total_Mileage,Loaded_Kgs,Loaded_Total_Crates,Orders,Planned_total_Route_time,energyUsedByRefrige,equivalMileage,newJourneyMileage,Energy_Required,Energy_Needed,vannumber_ev_,vannumber_d_,chargerType
10360272,494,01/01/2020 00:00:00,01-Jan-2020 06:47:30,01-Jan-2020 11:41:27,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360271,494,01/01/2020 00:00:00,01-Jan-2020 07:50:40,01-Jan-2020 12:44:37,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360269,494,01/01/2020 00:00:00,01-Jan-2020 08:02:38,01-Jan-2020 12:56:33,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360270,494,01/01/2020 00:00:00,01-Jan-2020 08:41:20,01-Jan-2020 13:35:16,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360276,494,02/01/2020 00:00:00,02-Jan-2020 07:23:39,02-Jan-2020 12:17:34,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360273,494,02/01/2020 00:00:00,02-Jan-2020 07:26:06,02-Jan-2020 12:20:02,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360274,494,02/01/2020 00:00:00,02-Jan-2020 07:28:49,02-Jan-2020 12:22:44,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360275,494,02/01/2020 00:00:00,02-Jan-2020 07:43:42,02-Jan-2020 12:37:36,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360279,494,03/01/2020 00:00:00,03-Jan-2020 06:47:59,03-Jan-2020 11:41:55,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360277,494,03/01/2020 00:00:00,03-Jan-2020 07:13:56,03-Jan-2020 12:07:51,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360280,494,03/01/2020 00:00:00,03-Jan-2020 07:27:15,03-Jan-2020 12:21:10,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360278,494,03/01/2020 00:00:00,03-Jan-2020 09:21:27,03-Jan-2020 14:15:22,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360284,494,04/01/2020 00:00:00,04-Jan-2020 06:36:24,04-Jan-2020 11:30:19,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360285,494,04/01/2020 00:00:00,04-Jan-2020 06:49:40,04-Jan-2020 11:43:35,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360283,494,04/01/2020 00:00:00,04-Jan-2020 06:58:50,04-Jan-2020 11:52:44,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360286,494,04/01/2020 00:00:00,04-Jan-2020 07:24:48,04-Jan-2020 12:18:43,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360282,494,04/01/2020 00:00:00,04-Jan-2020 08:47:59,04-Jan-2020 13:41:55,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,5,0,9.9
10360281,494,04/01/2020 00:00:00,04-Jan-2020 08:56:58,04-Jan-2020 13:50:54,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,6,0,9.9
10360292,494,05/01/2020 00:00:00,05-Jan-2020 06:36:52,05-Jan-2020 11:30:48,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360287,494,05/01/2020 00:00:00,05-Jan-2020 07:35:38,05-Jan-2020 12:29:33,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360288,494,05/01/2020 00:00:00,05-Jan-2020 08:03:31,05-Jan-2020 12:57:28,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360291,494,05/01/2020 00:00:00,05-Jan-2020 08:49:33,05-Jan-2020 13:43:28,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360289,494,05/01/2020 00:00:00,05-Jan-2020 08:56:52,05-Jan-2020 13:50:47,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,5,0,9.9
10360290,494,05/01/2020 00:00:00,05-Jan-2020 09:17:11,05-Jan-2020 14:11:07,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,6,0,9.9
10360297,494,06/01/2020 00:00:00,06-Jan-2020 06:44:53,06-Jan-2020 11:38:49,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360296,494,06/01/2020 00:00:00,06-Jan-2020 07:22:35,06-Jan-2020 12:16:31,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360295,494,06/01/2020 00:00:00,06-Jan-2020 08:58:20,06-Jan-2020 13:52:15,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360293,494,06/01/2020 00:00:00,06-Jan-2020 09:01:15,06-Jan-2020 13:55:12,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360294,494,06/01/2020 00:00:00,06-Jan-2020 09:28:56,06-Jan-2020 14:22:52,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,5,0,9.9
10360301,494,07/01/2020 00:00:00,07-Jan-2020 07:18:45,07-Jan-2020 12:12:40,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,1,0,9.9
10360298,494,07/01/2020 00:00:00,07-Jan-2020 08:12:46,07-Jan-2020 13:06:41,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,2,0,9.9
10360302,494,07/01/2020 00:00:00,07-Jan-2020 08:44:08,07-Jan-2020 13:38:03,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:56,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,3,0,9.9
10360299,494,07/01/2020 00:00:00,07-Jan-2020 08:59:19,07-Jan-2020 13:53:14,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,4,0,9.9
10360300,494,07/01/2020 00:00:00,07-Jan-2020 09:16:53,07-Jan-2020 14:10:48,71.0836403661447,384.508269855993,46.8912524214626,9.37825048429251,04:53:55,2.4417,3.30853658536585,74.3921769515106,54.9014265902148,54.9014265902148,5,0,9.9
10360303,494,08/01/2020 00:00:00,08-Jan-2020 06:55:09,08-Jan-2020 12:05:28,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,1,0,9.9
10360304,494,08/01/2020 00:00:00,08-Jan-2020 07:00:16,08-Jan-2020 12:10:35,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,2,0,9.9
10360305,494,08/01/2020 00:00:00,08-Jan-2020 07:17:45,08-Jan-2020 12:28:04,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,3,0,9.9
10360306,494,08/01/2020 00:00:00,08-Jan-2020 07:41:09,08-Jan-2020 12:51:29,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,4,0,9.9
10360308,494,08/01/2020 00:00:00,08-Jan-2020 07:41:42,08-Jan-2020 12:52:01,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,5,0,9.9
10360309,494,08/01/2020 00:00:00,08-Jan-2020 07:57:34,08-Jan-2020 13:07:52,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:18,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,6,0,9.9
10360307,494,08/01/2020 00:00:00,08-Jan-2020 08:23:11,08-Jan-2020 13:33:31,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,7,0,9.9
10360314,494,09/01/2020 00:00:00,09-Jan-2020 06:36:36,09-Jan-2020 11:46:55,70.8788920162313,409.618305359117,49.953451873063,9.99069037461261,05:10:19,2.5833,3.50040650406504,74.3792985202963,54.8919223079787,54.8919223079787,1,0,9.9
